"API_StateNumber","StateName","API_CountyNumber","CountyName"
42,"TEXAS",7,"ARANSAS"
42,"TEXAS",9,"ARCHER"
42,"TEXAS",11,"ARMSTRONG"
42,"TEXAS",13,"ATASCOSA"
42,"TEXAS",15,"AUSTIN"
42,"TEXAS",17,"BAILEY"
42,"TEXAS",19,"BANDERA"
42,"TEXAS",21,"BASTROP"
42,"TEXAS",23,"BAYLOR"
42,"TEXAS",25,"BEE"
42,"TEXAS",27,"BELL"
42,"TEXAS",29,"BEXAR"
42,"TEXAS",31,"BLANCO"
42,"TEXAS",33,"BORDEN"
42,"TEXAS",35,"BOSQUE"
42,"TEXAS",37,"BOWIE"
42,"TEXAS",39,"BRAZORIA"
42,"TEXAS",41,"BRAZOS"
42,"TEXAS",43,"BREWSTER"
42,"TEXAS",45,"BRISCOE"
42,"TEXAS",47,"BROOKS"
42,"TEXAS",49,"BROWN"
42,"TEXAS",51,"BURLESON"
42,"TEXAS",53,"BURNET"
42,"TEXAS",55,"CALDWELL"
42,"TEXAS",57,"CALHOUN"
42,"TEXAS",59,"CALLAHAN"
42,"TEXAS",61,"CAMERON"
42,"TEXAS",63,"CAMP"
42,"TEXAS",65,"CARSON"
42,"TEXAS",67,"CASS"
42,"TEXAS",69,"CASTRO"
42,"TEXAS",71,"CHAMBERS"
42,"TEXAS",73,"CHEROKEE"
42,"TEXAS",75,"CHILDRESS"
42,"TEXAS",77,"CLAY"
42,"TEXAS",79,"COCHRAN"
42,"TEXAS",81,"COKE"
42,"TEXAS",83,"COLEMAN"
42,"TEXAS",85,"COLLIN"
42,"TEXAS",87,"COLLINGSWORTH"
42,"TEXAS",89,"COLORADO"
42,"TEXAS",91,"COMAL"
42,"TEXAS",93,"COMANCHE"
42,"TEXAS",95,"CONCHO"
42,"TEXAS",97,"COOKE"
42,"TEXAS",99,"CORYELL"
42,"TEXAS",101,"COTTLE"
42,"TEXAS",103,"CRANE"
42,"TEXAS",105,"CROCKETT"
42,"TEXAS",107,"CROSBY"
42,"TEXAS",109,"CULBERSON"
42,"TEXAS",111,"DALLAM"
42,"TEXAS",113,"DALLAS"
42,"TEXAS",115,"DAWSON"
42,"TEXAS",117,"DEAF SMITH"
42,"TEXAS",119,"DELTA"
42,"TEXAS",121,"DENTON"
42,"TEXAS",123,"DEWITT"
42,"TEXAS",125,"DICKENS"
42,"TEXAS",127,"DIMMIT"
42,"TEXAS",129,"DONLEY"
42,"TEXAS",131,"DUVAL"
42,"TEXAS",133,"EASTLAND"
42,"TEXAS",135,"ECTOR"
42,"TEXAS",137,"EDWARDS"
42,"TEXAS",139,"ELLIS"
42,"TEXAS",141,"EL PASO"
42,"TEXAS",143,"ERATH"
42,"TEXAS",145,"FALLS"
42,"TEXAS",147,"FANNIN"
42,"TEXAS",149,"FAYETTE"
42,"TEXAS",151,"FISHER"
42,"TEXAS",153,"FLOYD"
42,"TEXAS",155,"FOARD"
42,"TEXAS",157,"FORT BEND"
42,"TEXAS",159,"FRANKLIN"
42,"TEXAS",161,"FREESTONE"
42,"TEXAS",163,"FRIO"
42,"TEXAS",165,"GAINES"
42,"TEXAS",167,"GALVESTON"
42,"TEXAS",169,"GARZA"
42,"TEXAS",171,"GILLESPIE"
42,"TEXAS",173,"GLASSCOCK"
42,"TEXAS",175,"GOLIAD"
42,"TEXAS",177,"GONZALES"
42,"TEXAS",179,"GRAY"
42,"TEXAS",181,"GRAYSON"
42,"TEXAS",183,"GREGG"
42,"TEXAS",185,"GRIMES"
42,"TEXAS",187,"GUADALUPE"
42,"TEXAS",189,"HALE"
42,"TEXAS",191,"HALL"
42,"TEXAS",193,"HAMILTON"
42,"TEXAS",195,"HANSFORD"
42,"TEXAS",197,"HARDEMAN"
42,"TEXAS",199,"HARDIN"
42,"TEXAS",201,"HARRIS"
42,"TEXAS",203,"HARRISON"
42,"TEXAS",205,"HARTLEY"
42,"TEXAS",207,"HASKELL"
42,"TEXAS",209,"HAYS"
42,"TEXAS",211,"HEMPHILL"
42,"TEXAS",213,"HENDERSON"
42,"TEXAS",215,"HIDALGO"
42,"TEXAS",217,"HILL"
42,"TEXAS",219,"HOCKLEY"
42,"TEXAS",221,"HOOD"
42,"TEXAS",223,"HOPKINS"
42,"TEXAS",225,"HOUSTON"
42,"TEXAS",227,"HOWARD"
42,"TEXAS",229,"HUDSPETH"
42,"TEXAS",231,"HUNT"
42,"TEXAS",233,"HUTCHINSON"
42,"TEXAS",235,"IRION"
42,"TEXAS",237,"JACK"
42,"TEXAS",239,"JACKSON"
42,"TEXAS",241,"JASPER"
42,"TEXAS",243,"JEFF DAVIS"
42,"TEXAS",245,"JEFFERSON"
42,"TEXAS",247,"JIM HOGG"
42,"TEXAS",249,"JIM WELLS"
42,"TEXAS",251,"JOHNSON"
42,"TEXAS",253,"JONES"
42,"TEXAS",255,"KARNES"
42,"TEXAS",257,"KAUFMAN"
42,"TEXAS",259,"KENDALL"
42,"TEXAS",261,"KENEDY"
42,"TEXAS",263,"KENT"
42,"TEXAS",265,"KERR"
42,"TEXAS",267,"KIMBLE"
42,"TEXAS",269,"KING"
42,"TEXAS",271,"KINNEY"
42,"TEXAS",273,"KLEBERG"
42,"TEXAS",275,"KNOX"
42,"TEXAS",277,"LAMAR"
42,"TEXAS",279,"LAMB"
42,"TEXAS",281,"LAMPASAS"
42,"TEXAS",283,"LA SALLE"
42,"TEXAS",285,"LAVACA"
42,"TEXAS",287,"LEE"
42,"TEXAS",289,"LEON"
42,"TEXAS",291,"LIBERTY"
42,"TEXAS",293,"LIMESTONE"
42,"TEXAS",295,"LIPSCOMB"
42,"TEXAS",297,"LIVE OAK"
42,"TEXAS",299,"LLANO"
42,"TEXAS",301,"LOVING"
42,"TEXAS",303,"LUBBOCK"
42,"TEXAS",305,"LYNN"
42,"TEXAS",307,"MCCULLOCH"
42,"TEXAS",309,"MCLENNAN"
42,"TEXAS",311,"MCMULLEN"
42,"TEXAS",313,"MADISON"
42,"TEXAS",315,"MARION"
42,"TEXAS",317,"MARTIN"
42,"TEXAS",319,"MASON"
42,"TEXAS",321,"MATAGORDA"
42,"TEXAS",323,"MAVERICK"
42,"TEXAS",325,"MEDINA"
42,"TEXAS",327,"MENARD"
42,"TEXAS",329,"MIDLAND"
42,"TEXAS",331,"MILAM"
42,"TEXAS",333,"MILLS"
42,"TEXAS",335,"MITCHELL"
42,"TEXAS",337,"MONTAGUE"
42,"TEXAS",339,"MONTGOMERY"
42,"TEXAS",341,"MOORE"
42,"TEXAS",343,"MORRIS"
42,"TEXAS",345,"MOTLEY"
42,"TEXAS",347,"NACOGDOCHES"
42,"TEXAS",349,"NAVARRO"
42,"TEXAS",351,"NEWTON"
42,"TEXAS",353,"NOLAN"
42,"TEXAS",355,"NUECES"
42,"TEXAS",357,"OCHILTREE"
42,"TEXAS",359,"OLDHAM"
42,"TEXAS",361,"ORANGE"
42,"TEXAS",363,"PALO PINTO"
42,"TEXAS",365,"PANOLA"
42,"TEXAS",367,"PARKER"
42,"TEXAS",369,"PARMER"
42,"TEXAS",371,"PECOS"
42,"TEXAS",373,"POLK"
42,"TEXAS",375,"POTTER"
42,"TEXAS",377,"PRESIDIO"
42,"TEXAS",379,"RAINS"
42,"TEXAS",381,"RANDALL"
42,"TEXAS",383,"REAGAN"
42,"TEXAS",385,"REAL"
42,"TEXAS",387,"RED RIVER"
42,"TEXAS",389,"REEVES"
42,"TEXAS",391,"REFUGIO"
42,"TEXAS",393,"ROBERTS"
42,"TEXAS",395,"ROBERTSON"
42,"TEXAS",397,"ROCKWALL"
42,"TEXAS",399,"RUNNELS"
42,"TEXAS",401,"RUSK"
42,"TEXAS",403,"SABINE"
42,"TEXAS",405,"SAN AUGUSTINE"
42,"TEXAS",407,"SAN JACINTO"
42,"TEXAS",409,"SAN PATRICIO"
42,"TEXAS",411,"SAN SABA"
42,"TEXAS",413,"SCHLEICHER"
42,"TEXAS",415,"SCURRY"
42,"TEXAS",417,"SHACKELFORD"
42,"TEXAS",419,"SHELBY"
42,"TEXAS",421,"SHERMAN"
42,"TEXAS",423,"SMITH"
42,"TEXAS",425,"SOMERVELL"
42,"TEXAS",427,"STARR"
42,"TEXAS",429,"STEPHENS"
42,"TEXAS",431,"STERLING"
42,"TEXAS",433,"STONEWALL"
42,"TEXAS",435,"SUTTON"
42,"TEXAS",437,"SWISHER"
42,"TEXAS",439,"TARRANT"
42,"TEXAS",441,"TAYLOR"
42,"TEXAS",443,"TERRELL"
42,"TEXAS",445,"TERRY"
42,"TEXAS",447,"THROCKMORTON"
42,"TEXAS",449,"TITUS"
42,"TEXAS",451,"TOM GREEN"
42,"TEXAS",453,"TRAVIS"
42,"TEXAS",455,"TRINITY"
42,"TEXAS",457,"TYLER"
42,"TEXAS",459,"UPSHUR"
42,"TEXAS",461,"UPTON"
42,"TEXAS",463,"UVALDE"
42,"TEXAS",465,"VAL VERDE"
42,"TEXAS",467,"VAN ZANDT"
42,"TEXAS",469,"VICTORIA"
42,"TEXAS",471,"WALKER"
42,"TEXAS",473,"WALLER"
42,"TEXAS",475,"WARD"
42,"TEXAS",477,"WASHINGTON"
42,"TEXAS",479,"WEBB"
42,"TEXAS",481,"WHARTON"
42,"TEXAS",483,"WHEELER"
42,"TEXAS",485,"WICHITA"
42,"TEXAS",487,"WILBARGER"
42,"TEXAS",489,"WILLACY"
42,"TEXAS",491,"WILLIAMSON"
42,"TEXAS",493,"WILSON"
42,"TEXAS",495,"WINKLER"
42,"TEXAS",497,"WISE"
42,"TEXAS",499,"WOOD"
42,"TEXAS",501,"YOAKUM"
42,"TEXAS",503,"YOUNG"
42,"TEXAS",505,"ZAPATA"
42,"TEXAS",507,"ZAVALA"
42,"TEXAS",600,"SOUTH PADRE ISLAND SMALL BLOCK"
42,"TEXAS",601,"NORTH PADRE ISLAND SMALL BLOCK"
42,"TEXAS",602,"MUSTANG ISLAND SMALL BLOCK"
42,"TEXAS",603,"MATAGORDA ISLAND SMALL BLOCK"
42,"TEXAS",604,"BRAZOS SMALL BLOCK"
42,"TEXAS",605,"GALVESTON SMALL BLOCK"
42,"TEXAS",606,"HIGH ISLAND SMALL BLOCK"
42,"TEXAS",700,"SOUTH PADRE ISLAND LARGE BLOCK"
42,"TEXAS",701,"NORTH PADRE ISLAND LARGE BLOCK"
42,"TEXAS",702,"MUSTANG ISLAND LARGE BLOCK"
42,"TEXAS",703,"MATAGORDA ISLAND LARGE BLOCK"
42,"TEXAS",704,"BRAZOS LARGE BLOCK"
42,"TEXAS",705,"BRAZOS SOUTH"
42,"TEXAS",706,"GALVESTON LARGE BLOCK"
42,"TEXAS",707,"GALVESTON SOUTH"
42,"TEXAS",708,"HIGH ISLAND LARGE BLOCK"
42,"TEXAS",709,"HIGH ISLAND SOUTH"
42,"TEXAS",710,"HIGH ISLAND EAST"
42,"TEXAS",711,"HIGH ISLAND EAST & SOUTH"
42,"TEXAS",712,"MUSTANG ISLAND EAST"
42,"TEXAS",713,"NORTH PADRE ISLAND EAST"
42,"TEXAS",714,"SOUTH PADRE ISLAND EAST"
42,"TEXAS",715,"SABINE PASS"
43,"UTAH",1,"BEAVER"
43,"UTAH",3,"BOX ELDER"
43,"UTAH",5,"CACHE"
43,"UTAH",7,"CARBON"
43,"UTAH",9,"DAGGETT"
43,"UTAH",11,"DAVIS"
43,"UTAH",13,"DUCHESNE"
43,"UTAH",15,"EMERY"
43,"UTAH",17,"GARFIELD"
43,"UTAH",19,"GRAND"
43,"UTAH",21,"IRON"
43,"UTAH",23,"JUAB"
43,"UTAH",25,"KANE"
43,"UTAH",27,"MILLARD"
43,"UTAH",29,"MORGAN"
43,"UTAH",31,"PIUTE"
43,"UTAH",33,"RICH"
43,"UTAH",35,"SALT LAKE"
43,"UTAH",37,"SAN JUAN"
43,"UTAH",39,"SANPETE"
43,"UTAH",41,"SEVIER"
43,"UTAH",43,"SUMMIT"
43,"UTAH",45,"TOOELE"
43,"UTAH",47,"UINTAH"
43,"UTAH",49,"UTAH"
43,"UTAH",51,"WASATCH"
43,"UTAH",53,"WASHINGTON"
43,"UTAH",55,"WAYNE"
43,"UTAH",57,"WEBER"
44,"VERMONT",1,"ADDISON"
44,"VERMONT",3,"BENNINGTON"
44,"VERMONT",5,"CALEDONIA"
44,"VERMONT",7,"CHITTENDEN"
44,"VERMONT",9,"ESSEX"
44,"VERMONT",11,"FRANKLIN"
44,"VERMONT",13,"GRAND ISLE"
44,"VERMONT",15,"LAMOILLE"
44,"VERMONT",17,"ORANGE"
44,"VERMONT",19,"ORLEANS"
44,"VERMONT",21,"RUTLAND"
44,"VERMONT",23,"WASHINGTON"
44,"VERMONT",25,"WINDHAM"
44,"VERMONT",27,"WINDSOR"
45,"VIRGINIA",1,"ACCOMACK"
45,"VIRGINIA",3,"ALBEMARLE"
45,"VIRGINIA",5,"ALLEGHANY"
45,"VIRGINIA",7,"AMELIA"
45,"VIRGINIA",9,"AMHERST"
45,"VIRGINIA",11,"APPOMATTOX"
45,"VIRGINIA",13,"ARLINGTON"
45,"VIRGINIA",15,"AUGUSTA"
45,"VIRGINIA",17,"BATH"
45,"VIRGINIA",19,"BEDFORD"
45,"VIRGINIA",21,"BLAND"
45,"VIRGINIA",23,"BOTETOURT"
45,"VIRGINIA",25,"BRUNSWICK"
45,"VIRGINIA",27,"BUCHANAN"
45,"VIRGINIA",29,"BUCKINGHAM"
45,"VIRGINIA",31,"CAMPBELL"
45,"VIRGINIA",33,"CAROLINE"
45,"VIRGINIA",35,"CARROLL"
45,"VIRGINIA",37,"CHARLES CITY"
45,"VIRGINIA",39,"CHARLOTTE"
45,"VIRGINIA",41,"CHESTERFIELD"
45,"VIRGINIA",43,"CLARKE"
45,"VIRGINIA",45,"CRAIG"
45,"VIRGINIA",47,"CULPEPER"
45,"VIRGINIA",49,"CUMBERLAND"
45,"VIRGINIA",51,"DICKENSON"
45,"VIRGINIA",53,"DINWIDDIE"
45,"VIRGINIA",57,"ESSEX"
45,"VIRGINIA",59,"FAIRFAX"
45,"VIRGINIA",61,"FAUQUIER"
45,"VIRGINIA",63,"FLOYD"
45,"VIRGINIA",65,"FLUVANNA"
45,"VIRGINIA",67,"FRANKLIN"
45,"VIRGINIA",69,"FREDERICK"
45,"VIRGINIA",71,"GILES"
45,"VIRGINIA",73,"GLOUCESTER"
45,"VIRGINIA",75,"GOOCHLAND"
45,"VIRGINIA",77,"GRAYSON"
45,"VIRGINIA",79,"GREENE"
45,"VIRGINIA",81,"GREENSVILLE"
45,"VIRGINIA",83,"HALIFAX"
45,"VIRGINIA",85,"HANOVER"
45,"VIRGINIA",87,"HENRICO"
45,"VIRGINIA",89,"HENRY"
45,"VIRGINIA",91,"HIGHLAND"
45,"VIRGINIA",93,"ISLE OF WIGHT"
45,"VIRGINIA",95,"JAMES CITY"
45,"VIRGINIA",97,"KING AND QUEEN"
45,"VIRGINIA",99,"KING GEORGE"
45,"VIRGINIA",101,"KING WILLIAM"
45,"VIRGINIA",103,"LANCASTER"
45,"VIRGINIA",105,"LEE"
45,"VIRGINIA",107,"LOUDOUN"
45,"VIRGINIA",109,"LOUISA"
45,"VIRGINIA",110,"CURRITUCK SOUND"
45,"VIRGINIA",111,"LUNENBURG"
45,"VIRGINIA",113,"MADISON"
45,"VIRGINIA",115,"MATHEWS"
45,"VIRGINIA",117,"MECKLENBURG"
45,"VIRGINIA",119,"MIDDLESEX"
45,"VIRGINIA",121,"MONTGOMERY"
45,"VIRGINIA",123,"NANSEMOND"
45,"VIRGINIA",125,"NELSON"
45,"VIRGINIA",127,"NEW KENT"
45,"VIRGINIA",129,"NORFOLK"
45,"VIRGINIA",131,"NORTHAMPTON"
45,"VIRGINIA",133,"NORTHUMBERLAND"
45,"VIRGINIA",135,"NOTTOWAY"
45,"VIRGINIA",137,"ORANGE"
45,"VIRGINIA",139,"PAGE"
45,"VIRGINIA",141,"PATRICK"
45,"VIRGINIA",143,"PITTSYLVANIA"
45,"VIRGINIA",145,"POWHATAN"
45,"VIRGINIA",147,"PRINCE EDWARD"
45,"VIRGINIA",149,"PRINCE GEORGE"
45,"VIRGINIA",151,"VIRGINIA BEACH"
45,"VIRGINIA",153,"PRINCE WILLIAM"
45,"VIRGINIA",155,"PULASKI"
45,"VIRGINIA",157,"RAPPAHANNOCK"
45,"VIRGINIA",159,"RICHMOND"
45,"VIRGINIA",161,"ROANOKE"
45,"VIRGINIA",163,"ROCKBRIDGE"
45,"VIRGINIA",165,"ROCKINGHAM"
45,"VIRGINIA",167,"RUSSELL"
45,"VIRGINIA",169,"SCOTT"
45,"VIRGINIA",171,"SHENANDOAH"
45,"VIRGINIA",173,"SMYTH"
45,"VIRGINIA",175,"SOUTHAMPTON"
45,"VIRGINIA",177,"SPOTSYLVANIA"
45,"VIRGINIA",179,"STAFFORD"
45,"VIRGINIA",181,"SURRY"
45,"VIRGINIA",183,"SUSSEX"
45,"VIRGINIA",185,"TAZEWELL"
45,"VIRGINIA",187,"WARREN"
45,"VIRGINIA",191,"WASHINGTON"
45,"VIRGINIA",193,"WESTMORELAND"
45,"VIRGINIA",195,"WISE"
45,"VIRGINIA",197,"WYTHE"
45,"VIRGINIA",199,"YORK"
45,"VIRGINIA",201,"ACCOMACK OFFSHORE"
45,"VIRGINIA",331,"NORTHAMPTON OFFSHORE"
45,"VIRGINIA",351,"VIRGINIA BEACH OFFSHORE"
45,"VIRGINIA",399,"YORK OFFSHORE"
45,"VIRGINIA",510,"ALEXANDRIA CITY"
45,"VIRGINIA",515,"BEDFORD CITY"
45,"VIRGINIA",520,"BRISTOL CITY"
45,"VIRGINIA",530,"BUENA VISTA CITY"
45,"VIRGINIA",540,"CHARLOTTESVILLE CITY"
45,"VIRGINIA",550,"CHESAPEAKE CITY"
45,"VIRGINIA",560,"CLIFTON FORGE CITY"
45,"VIRGINIA",570,"COLONIAL HEIGHTS CITY"
45,"VIRGINIA",580,"COVINGTON CITY"
45,"VIRGINIA",590,"DANVILLE CITY"
45,"VIRGINIA",595,"EMPORIA CITY"
45,"VIRGINIA",600,"FAIRFAX CITY"
45,"VIRGINIA",610,"FALLS CHURCH CITY"
45,"VIRGINIA",620,"FRANKLIN CITY"
45,"VIRGINIA",630,"FREDERICKSBURG CITY"
45,"VIRGINIA",640,"GALAX CITY"
45,"VIRGINIA",650,"HAMPTON CITY"
45,"VIRGINIA",660,"HARRISONBURG CITY"
45,"VIRGINIA",670,"HOPEWELL CITY"
45,"VIRGINIA",678,"LEXINGTON CITY"
45,"VIRGINIA",680,"LYNCHBURG CITY"
45,"VIRGINIA",683,"MANASSAS CITY"
45,"VIRGINIA",685,"MANASSAS PARK CITY"
45,"VIRGINIA",690,"MARTINSVILLE CITY"
45,"VIRGINIA",700,"NEWPORT NEWS CITY"
45,"VIRGINIA",710,"NORFOLK CITY"
45,"VIRGINIA",720,"NORTON CITY"
45,"VIRGINIA",730,"PETERSBURG CITY"
45,"VIRGINIA",735,"POQUOSON CITY"
45,"VIRGINIA",740,"PORTSMOUTH CITY"
45,"VIRGINIA",750,"RADFORD CITY"
45,"VIRGINIA",760,"RICHMOND CITY"
45,"VIRGINIA",770,"ROANOKE CITY"
45,"VIRGINIA",775,"SALEM CITY"
45,"VIRGINIA",780,"SOUTH BOSTON CITY"
45,"VIRGINIA",790,"STAUNTON CITY"
45,"VIRGINIA",800,"SUFFOLK CITY"
45,"VIRGINIA",810,"VIRGINIA BEACH CITY"
45,"VIRGINIA",820,"WAYNESBORO CITY"
45,"VIRGINIA",830,"WILLIAMSBURG CITY"
45,"VIRGINIA",840,"WINCHESTER CITY"
45,"VIRGINIA",900,"CHARLOTTESVILLE (CITY)"
45,"VIRGINIA",901,"CLOVINGTON (CITY)"
45,"VIRGINIA",902,"CLIFTON FORGE (CITY)"
45,"VIRGINIA",903,"ALEXANDRIA (CITY)"
45,"VIRGINIA",904,"STAUNTON (CITY)"
45,"VIRGINIA",905,"WAYNESBORO (CITY)"
45,"VIRGINIA",906,"BEDFORD (CITY)"
45,"VIRGINIA",907,"LYNCHBURG (CITY)"
45,"VIRGINIA",908,"GALAX (CITY)"
45,"VIRGINIA",909,"COLONIAL HEIGHTS (CITY)"
45,"VIRGINIA",910,"PETERSBURG (CITY)"
45,"VIRGINIA",911,"FAIRFAX (CITY)"
45,"VIRGINIA",912,"FALLS CHURCH (CITY)"
45,"VIRGINIA",913,"WINCHESTER (CITY)"
45,"VIRGINIA",914,"EMPORIA (CITY)"
45,"VIRGINIA",915,"SOUTH BOSTON (CITY)"
45,"VIRGINIA",916,"RICHMOND (CITY)"
45,"VIRGINIA",917,"MARTINSVILLE (CITY)"
45,"VIRGINIA",918,"WILLIAMSBURG (CITY)"
45,"VIRGINIA",919,"RADFORD (CITY)"
45,"VIRGINIA",920,"SUFFOLK (CITY)"
45,"VIRGINIA",921,"CHESAPEAKE (CITY)"
45,"VIRGINIA",922,"NORFOLK (CITY)"
45,"VIRGINIA",923,"PORTSMOUTH (CITY)"
45,"VIRGINIA",924,"DANVILLE (CITY)"
45,"VIRGINIA",925,"HOPEWELL (CITY)"
45,"VIRGINIA",926,"VIRGINIA BEACH (CITY)"
45,"VIRGINIA",927,"ROANOKE (CITY)"
45,"VIRGINIA",928,"SALEM (CITY)"
45,"VIRGINIA",929,"BUENA VISTA (CITY)"
45,"VIRGINIA",930,"LEXINGTON (CITY)"
45,"VIRGINIA",931,"HARRISONBURG (CITY)"
45,"VIRGINIA",932,"FRANKLIN (CITY)"
45,"VIRGINIA",933,"FREDERICKSBURG (CITY)"
45,"VIRGINIA",934,"BRISTOL (CITY)"
45,"VIRGINIA",935,"NORTON (CITY)"
45,"VIRGINIA",936,"HAMPTON (CITY)"
45,"VIRGINIA",937,"NEWPORT NEWS (CITY)"
46,"WASHINGTON",1,"ADAMS"
46,"WASHINGTON",3,"ASOTIN"
46,"WASHINGTON",5,"BENTON"
46,"WASHINGTON",7,"CHELAN"
46,"WASHINGTON",9,"CLALLAM"
46,"WASHINGTON",11,"CLARK"
46,"WASHINGTON",13,"COLUMBIA"
46,"WASHINGTON",15,"COWLITZ"
46,"WASHINGTON",17,"DOUGLAS"
46,"WASHINGTON",19,"FERRY"
46,"WASHINGTON",21,"FRANKLIN"
46,"WASHINGTON",23,"GARFIELD"
46,"WASHINGTON",25,"GRANT"
46,"WASHINGTON",27,"GRAYS HARBOR"
46,"WASHINGTON",29,"ISLAND"
46,"WASHINGTON",31,"JEFFERSON"
46,"WASHINGTON",33,"KING"
46,"WASHINGTON",35,"KITSAP"
46,"WASHINGTON",37,"KITTITAS"
46,"WASHINGTON",39,"KLICKITAT"
46,"WASHINGTON",41,"LEWIS"
46,"WASHINGTON",43,"LINCOLN"
46,"WASHINGTON",45,"MASON"
46,"WASHINGTON",47,"OKANOGAN"
46,"WASHINGTON",49,"PACIFIC"
46,"WASHINGTON",51,"PEND OREILLE"
46,"WASHINGTON",53,"PIERCE"
46,"WASHINGTON",55,"SAN JUAN"
46,"WASHINGTON",57,"SKAGIT"
46,"WASHINGTON",59,"SKAMANIA"
46,"WASHINGTON",61,"SNOHOMISH"
46,"WASHINGTON",63,"SPOKANE"
46,"WASHINGTON",65,"STEVENS"
46,"WASHINGTON",67,"THURSTON"
46,"WASHINGTON",69,"WAHKIAKUM"
46,"WASHINGTON",71,"WALLA WALLA"
46,"WASHINGTON",73,"WHATCOM"
46,"WASHINGTON",75,"WHITMAN"
46,"WASHINGTON",77,"YAKIMA"
46,"WASHINGTON",209,"CLALLAM OFFSHORE"
46,"WASHINGTON",227,"GRAYS HARBOR OFFSHORE"
46,"WASHINGTON",231,"JEFFERSON OFFSHORE"
46,"WASHINGTON",249,"PACIFIC OFFSHORE"
46,"WASHINGTON",269,"WAHKIAKUM OFFSHORE"
47,"WEST VIRGINIA",1,"BARBOUR"
47,"WEST VIRGINIA",3,"BERKELEY"
47,"WEST VIRGINIA",5,"BOONE"
47,"WEST VIRGINIA",7,"BRAXTON"
47,"WEST VIRGINIA",9,"BROOKE"
47,"WEST VIRGINIA",11,"CABELL"
47,"WEST VIRGINIA",13,"CALHOUN"
47,"WEST VIRGINIA",15,"CLAY"
47,"WEST VIRGINIA",17,"DODDRIDGE"
47,"WEST VIRGINIA",19,"FAYETTE"
47,"WEST VIRGINIA",21,"GILMER"
47,"WEST VIRGINIA",23,"GRANT"
47,"WEST VIRGINIA",25,"GREENBRIER"
47,"WEST VIRGINIA",27,"HAMPSHIRE"
47,"WEST VIRGINIA",29,"HANCOCK"
47,"WEST VIRGINIA",31,"HARDY"
47,"WEST VIRGINIA",33,"HARRISON"
47,"WEST VIRGINIA",35,"JACKSON"
47,"WEST VIRGINIA",37,"JEFFERSON"
47,"WEST VIRGINIA",39,"KANAWHA"
47,"WEST VIRGINIA",41,"LEWIS"
47,"WEST VIRGINIA",43,"LINCOLN"
47,"WEST VIRGINIA",45,"LOGAN"
47,"WEST VIRGINIA",47,"MCDOWELL"
47,"WEST VIRGINIA",49,"MARION"
47,"WEST VIRGINIA",51,"MARSHALL"
47,"WEST VIRGINIA",53,"MASON"
47,"WEST VIRGINIA",55,"MERCER"
47,"WEST VIRGINIA",57,"MINERAL"
47,"WEST VIRGINIA",59,"MINGO"
47,"WEST VIRGINIA",61,"MONONGALIA"
47,"WEST VIRGINIA",63,"MONROE"
47,"WEST VIRGINIA",65,"MORGAN"
47,"WEST VIRGINIA",67,"NICHOLAS"
47,"WEST VIRGINIA",69,"OHIO"
47,"WEST VIRGINIA",71,"PENDLETON"
47,"WEST VIRGINIA",73,"PLEASANTS"
47,"WEST VIRGINIA",75,"POCAHONTAS"
47,"WEST VIRGINIA",77,"PRESTON"
47,"WEST VIRGINIA",79,"PUTNAM"
47,"WEST VIRGINIA",81,"RALEIGH"
47,"WEST VIRGINIA",83,"RANDOLPH"
47,"WEST VIRGINIA",85,"RITCHIE"
47,"WEST VIRGINIA",87,"ROANE"
47,"WEST VIRGINIA",89,"SUMMERS"
47,"WEST VIRGINIA",91,"TAYLOR"
47,"WEST VIRGINIA",93,"TUCKER"
47,"WEST VIRGINIA",95,"TYLER"
47,"WEST VIRGINIA",97,"UPSHUR"
47,"WEST VIRGINIA",99,"WAYNE"
47,"WEST VIRGINIA",101,"WEBSTER"
47,"WEST VIRGINIA",103,"WETZEL"
47,"WEST VIRGINIA",105,"WIRT"
47,"WEST VIRGINIA",107,"WOOD"
47,"WEST VIRGINIA",109,"WYOMING"
48,"WISCONSIN",1,"ADAMS"
48,"WISCONSIN",3,"ASHLAND"
48,"WISCONSIN",5,"BARRON"
48,"WISCONSIN",7,"BAYFIELD"
48,"WISCONSIN",9,"BROWN"
48,"WISCONSIN",11,"BUFFALO"
48,"WISCONSIN",13,"BURNETT"
48,"WISCONSIN",15,"CALUMET"
48,"WISCONSIN",17,"CHIPPEWA"
48,"WISCONSIN",19,"CLARK"
48,"WISCONSIN",21,"COLUMBIA"
48,"WISCONSIN",23,"CRAWFORD"
48,"WISCONSIN",25,"DANE"
48,"WISCONSIN",27,"DODGE"
48,"WISCONSIN",29,"DOOR"
48,"WISCONSIN",31,"DOUGLAS"
48,"WISCONSIN",33,"DUNN"
48,"WISCONSIN",35,"EAU CLAIRE"
48,"WISCONSIN",37,"FLORENCE"
48,"WISCONSIN",39,"FOND DU LAC"
48,"WISCONSIN",41,"FOREST"
48,"WISCONSIN",43,"GRANT"
48,"WISCONSIN",45,"GREEN"
48,"WISCONSIN",47,"GREEN LAKE"
48,"WISCONSIN",49,"IOWA"
48,"WISCONSIN",51,"IRON"
48,"WISCONSIN",53,"JACKSON"
48,"WISCONSIN",55,"JEFFERSON"
48,"WISCONSIN",57,"JUNEAU"
48,"WISCONSIN",59,"KENOSHA"
48,"WISCONSIN",61,"KEWAUNEE"
